WKT,Enplanements,Passengers,Magnetic_Variation,State_Name,Official_Facility_Name,Elevation_Nearest_Tenth_Of_A_Foot_Msl,Has_Been_Designated_As_A_Customs_Landing_Rights_Airport,Location_Identifier,Departing_Flights,County_Or_Parish_Name,Magnetic_Direction,Facility_Type,Arriving_Flights,Has_Been_Designated_As_An_International_Airport,Icao_Identifier,City_Name,Associated_Aeronautical_Chart,Airport_Activation_Date_Mm_Yyyy,County_s_State_Post_Office_Code,SHAPE_X,SHAPE_Y
"POINT (-83.0110305558312 42.4719805555792)",,,6,Michigan,Acme,645,,8MI2,,Macomb,W,Heliport,,,,Centerline,Detroit,12/1992,MI,-83.0110305558312,42.4719805555792
"POINT (-85.2750000000323 45.314166666393)",,,,Michigan,Charlevoix Area Hospital,185,,70MI,,Charlevoix,,Heliport,,,,Charlevoix,Green Bay,08/2011,MI,-85.2750000000323,45.314166666393
"POINT (-84.0074444444465 42.2526388889743)",,,,Michigan,White O'morn,960,,MI20,,Washtenaw,,Heliport,,,,Chelsea,Detroit,05/2006,MI,-84.0074444444465,42.2526388889743
"POINT (-83.4374419440053 42.7383624997024)",,,5,Michigan,Wagner's Landing,975,,11MI,,Oakland,W,Heliport,,,,Clarkston,Detroit,02/1987,MI,-83.4374419440053,42.7383624997024
"POINT (-84.9880211109595 41.9375483332081)",,,4,Michigan,Community Health Center Of Branch Co,959,,MI85,,Branch,W,Heliport,,,,Coldwater,Detroit,05/1992,MI,-84.9880211109595,41.9375483332081
"POINT (-83.9858333331949 44.8008333333771)",,,6,Michigan,Hinkels,1000,,55MI,,Oscoda,W,Heliport,,,,Comins,Lake Huron,08/1998,MI,-83.9858333331949,44.8008333333771
"POINT (-83.4999444442451 42.5933055554657)",,,7,Michigan,Huron Valley Sinai Hospital,982,,53MI,,Oakland,W,Heliport,,,,Commerce,Detroit,12/2004,MI,-83.4999444442451,42.5933055554657
"POINT (-83.2271494441638 42.2972599999939)",,,6,Michigan,Dearborn Helistop,606,,MI07,,Wayne,W,Heliport,,,,Dearborn,Detroit,01/1967,MI,-83.2271494441638,42.2972599999939
"POINT (-83.2193716669405 42.320870833482)",,,5,Michigan,Fairlane Plaza,614,,MI40,,Wayne,W,Heliport,,,,Dearborn,Detroit,10/1989,MI,-83.2193716669405,42.320870833482
"POINT (-83.213611111485 42.2916666669986)",,,6,Michigan,Oakwood Hospital,597,,56MI,,Wayne,W,Heliport,,,,Dearborn,Detroit,08/1998,MI,-83.213611111485,42.2916666669986
"POINT (-83.0576991667184 42.3569819442712)",,,6,Michigan,Detroit Medical Center,630,,5MI0,,Wayne,W,Heliport,,,,Detroit,Detroit,07/1980,MI,-83.0576991667184,42.3569819442712
"POINT (-83.0843669441117 42.3675372220187)",,,6,Michigan,Henry Ford Hospital,633,,0MI9,,Wayne,W,Heliport,,,,Detroit,Detroit,02/1992,MI,-83.0843669441117,42.3675372220187
"POINT (-83.0535316665198 42.3297602774758)",,,6,Michigan,Wdiv-Tv Channel 4,670,,MI74,,Wayne,W,Heliport,,,,Detroit,Detroit,03/1993,MI,-83.0535316665198,42.3297602774758
"POINT (-83.1836499997674 42.4177888890875)",,,6,Michigan,Grace Hospital,662,,17MI,,Wayne,W,Heliport,,,,Detroit,Detroit,10/1994,MI,-83.1836499997674,42.4177888890875
"POINT (-85.7156388886084 42.7274166664266)",,,,Michigan,Manju,720,,48MI,,Allegan,,Heliport,,,,Dorr,Detroit,07/2004,MI,-85.7156388886084,42.7274166664266
"POINT (-86.1158449997083 41.9836566668208)",,,2,Michigan,Lee Memorial Hospital,748,,13MI,,Cass,W,Heliport,,,,Dowagiac,Chicago,02/1987,MI,-86.1158449997083,41.9836566668208
"POINT (-84.6585888889949 42.4955916668234)",,,5,Michigan,Eaton Rapids Medical Center,888,,57MI,,Eaton,W,Heliport,,,,Eaton Rapids,Detroit,08/1998,MI,-84.6585888889949,42.4955916668234
"POINT (-83.3577777779478 42.5138888891076)",,,,Michigan,Express,895,,MI81,,Oakland,,Heliport,,,,Farmington Hills,Detroit,05/2006,MI,-83.3577777779478,42.5138888891076
"POINT (-83.6796786108086 43.0494711110217)",,,7,Michigan,Flow Through Terminal,736,,01MI,,Genesee,W,Heliport,,,,Flint,Detroit,12/1985,MI,-83.6796786108086,43.0494711110217
"POINT (-84.0619444440132 42.7170833331792)",,,5,Michigan,Maple Grove,908,,E66,,Livingston,W,Heliport,,,,Fowlerville,Detroit,03/1974,MI,-84.0619444440132,42.7170833331792
"POINT (-82.9315866665627 42.5444794443766)",,,6,Michigan,Grant Pad,638,,15MI,,Macomb,W,Heliport,,,,Fraser,Detroit,02/1987,MI,-82.9315866665627,42.5444794443766
"POINT (-84.6405436115176 42.9586438886832)",,,5,Michigan,Vacottage,840,,18MI,,Gladwin,W,Heliport,,,,Gladwin,Detroit,04/1992,MI,-84.6405436115176,42.9586438886832
"POINT (-85.6222505553891 42.9533605553315)",,,4,Michigan,Blodgett Memorial Medical Center,800,,2MI1,,Kent,W,Heliport,,,,Grand Rapids,Chicago,08/1977,MI,-85.6222505553891,42.9533605553315
"POINT (-85.6711419441407 42.9655819445849)",,,4,Michigan,Amway Downtown,670,,9MI3,,Kent,W,Heliport,,,,Grand Rapids,Chicago,06/1984,MI,-85.6711419441407,42.9655819445849
"POINT (-85.664166666995 42.9594444443713)",,,3,Michigan,St Mary's Hospital,740,,MI63,,Kent,W,Heliport,,,,Grand Rapids,Detroit,08/1991,MI,-85.664166666995,42.9594444443713
"POINT (-85.665186111112 42.9690027774616)",,,5,Michigan,Butterworth Hospital,903,,MI97,,Kent,W,Heliport,,,,Grand Rapids,Chicago,03/1993,MI,-85.665186111112,42.9690027774616
"POINT (-82.5719499999313 42.5922277778513)",,,,Michigan,Harsens Island,578,,HD6,,St Clair,,Heliport,,,,Harsens Island,Detroit,07/2011,MI,-82.5719499999313,42.5922277778513
"POINT (-83.6502219444456 42.6569747224854)",,,5,Michigan,Highland,1040,,3MI6,,Oakland,W,Heliport,,,,Highland,Detroit,07/1978,MI,-83.6502219444456,42.6569747224854
"POINT (-83.6830833335333 42.6291666669309)",,,5,Michigan,Ponderosa,1017,,13D,,Livingston,W,Heliport,,,,Highland,Detroit,08/1991,MI,-83.6830833335333,42.6291666669309
"POINT (-84.6335655558827 41.9111583334233)",,,4,Michigan,Hillsdale Hospital,1141,,MI49,,Hillsdale,W,Heliport,,,,Hillsdale,Detroit,03/1993,MI,-84.6335655558827,41.9111583334233
"POINT (-83.8138888887531 42.6091666667251)",,,6,Michigan,Johnston Field,1005,,MI36,,Livingston,W,Heliport,,,,Howell,Detroit,11/2002,MI,-83.8138888887531,42.6091666667251
"POINT (-83.3452777773631 42.1633333331772)",,,,Michigan,L & L,630,,98MI,,Wayne,,Heliport,,,,Huron Township,Detroit,03/2007,MI,-83.3452777773631,42.1633333331772
"POINT (-90.1052777776997 46.4811111111316)",,,,Michigan,Grand View Health System Campus,1566,,MI16,,Gogebic,,Heliport,,,,Ironwood,Green Bay,09/2011,MI,-90.1052777776997,46.4811111111316
"POINT (-84.3913888884556 42.2511111110688)",,,4,Michigan,W A Foote Memorial Hospital,978,,06MI,,Jackson,W,Heliport,,,,Jackson,Detroit,12/1986,MI,-84.3913888884556,42.2511111110688
"POINT (-85.5605721390482 42.3084454998905)",,,3,Michigan,Borgess Medical Center,842,,5MI5,,Kalamazoo,W,Heliport,,,,Kalamazoo,Chicago,,MI,-85.5605721390482,42.3084454998905
"POINT (-85.5805611111873 42.2869888889167)",,,3,Michigan,Bronson Methodist Hospital,778,,9MI9,,Kalamazoo,W,Heliport,,,,Kalamazoo,Chicago,08/1985,MI,-85.5805611111873,42.2869888889167
"POINT (-84.5608122218323 42.7080905558615)",,,4,Michigan,Michigan National Guard Headquarters,842,,09MI,,Ingham,W,Heliport,,,,Lansing,Detroit,10/1986,MI,-84.5608122218323,42.7080905558615
"POINT (-84.5358333337671 42.7344444447563)",,,4,Michigan,Sparrow Hospital,1019,,08MI,,Ingham,W,Heliport,,,,Lansing,Detroit,10/1986,MI,-84.5358333337671,42.7344444447563
"POINT (-84.5530341670296 42.7028127780887)",,,5,Michigan,Ingham Medical Helistop,860,,MI34,,Ingham,W,Heliport,,,,Lansing,Detroit,01/1975,MI,-84.5530341670296,42.7028127780887
"POINT (-83.3210333330096 43.0636833331942)",,,,Michigan,Mclaren Lapeer Region,855,,4MI2,,Lapeer,,Heliport,,,,Lapeer,Detroit,01/2014,MI,-83.3210333330096,43.0636833331942
"POINT (-83.403438888718 42.3941472220555)",,,7,Michigan,St Mary Mercy Hospital,665,,2MI2,,Wayne,W,Heliport,,,,Livonia,Detroit,10/1994,MI,-83.403438888718,42.3941472220555
"POINT (-83.92915861114 44.4152941665624)",,,6,Michigan,Jr North,935,,6MI9,,Ogemaw,W,Heliport,,,,Long Lake,Lake Huron,02/1982,MI,-83.92915861114,44.4152941665624
"POINT (-86.4283333335311 43.9577777777937)",,,,Michigan,Memorial Medical Center,632,,3MI4,,Mason,,Heliport,,,,Ludington,Chicago,02/2014,MI,-86.4283333335311,43.9577777777937
"POINT (-82.5574083335217 42.6916972224003)",,,7,Michigan,Janski,850,,59MI,,St Clair,W,Heliport,,,,Marine City,Detroit,08/1998,MI,-82.5574083335217,42.6916972224003
"POINT (-82.5864138893053 42.714955555479)",,,,Michigan,Hawks Landing,613,,20MI,,St Clair,,Heliport,,,,Marine City,Detroit,10/2004,MI,-82.5864138893053,42.714955555479
"POINT (-85.4769444442604 42.7488888886926)",,,,Michigan,Mchelipad,770,,91MI,,Barry,,Heliport,,,,Middleville,Chicago,04/2011,MI,-85.4769444442604,42.7488888886926
"POINT (-83.5380555555138 41.7936111109211)",,,6,Michigan,Helifarm,610,,MI54,,Monroe,W,Heliport,,,,Monroe,Detroit,11/2002,MI,-83.5380555555138,41.7936111109211
"POINT (-86.2022797222482 43.238904166915)",,,3,Michigan,Muskegon General Hospital,635,,8MI6,,Muskegon,W,Heliport,,,,Muskegon,Chicago,07/1983,MI,-86.2022797222482,43.238904166915
"POINT (-86.2420416666162 43.2238694446359)",,,3,Michigan,Hackley Hospital Emergency,628,,MI17,,Muskegon,W,Heliport,,,,Muskegon,Chicago,11/1988,MI,-86.2420416666162,43.2238694446359
"POINT (-86.2383922221469 43.2550144441279)",,,3,Michigan,B C Cobb,586,,MI42,,Muskegon,W,Heliport,,,,Muskegon,Chicago,11/1990,MI,-86.2383922221469,43.2550144441279
"POINT (-86.2071972222843 43.206494444432)",,,,Michigan,Mercy General Health Partners,630,,36MI,,Muskegon,,Heliport,,,,Muskegon,Chicago,02/2014,MI,-86.2071972222843,43.206494444432
"POINT (-82.7490833335415 42.681697222346)",,,7,Michigan,Bayview,905,,61MI,,Macomb,W,Heliport,,,,New Baltimore,Detroit,08/1998,MI,-82.7490833335415,42.681697222346
"POINT (-83.4699352780497 42.4500347221532)",,,6,Michigan,Guardian Industries,832,,6MI4,,Oakland,W,Heliport,,,,Novi,Detroit,10/1981,MI,-83.4699352780497,42.4500347221532
"POINT (-83.4893808332223 42.5139224996966)",,,6,Michigan,Kamikaze Run,935,,7MI0,,Oakland,W,Heliport,,,,Novi,Detroit,02/1982,MI,-83.4893808332223,42.5139224996966
"POINT (-83.4652130555867 42.4900341668902)",,,6,Michigan,Glen Oaks,920,,9MI7,,Oakland,W,Heliport,,,,Novi,Detroit,10/1984,MI,-83.4652130555867,42.4900341668902
"POINT (-83.521944444268 42.48916666673)",,,,Michigan,Providence Hospital,970,,63MI,,Oakland,,Heliport,,,,Novi,Detroit,03/2007,MI,-83.521944444268,42.48916666673
"POINT (-83.5158611115544 42.4402222223493)",,,,Michigan,Zayti  Field,901,,3MI3,,Oakland,,Heliport,,,,Novi,Detroit,03/2007,MI,-83.5158611115544,42.4402222223493
"POINT (-84.578027777584 42.4249999998418)",,,,Michigan,Gorilla,980,,11J,,Ingham,,Heliport,,,,Onondaga,Detroit,01/2010,MI,-84.578027777584,42.4249999998418
"POINT (-83.394380277393 42.5722549997519)",,,6,Michigan,Mc Phail,970,,7MI1,,Oakland,W,Heliport,,,,Orchard Lake,Detroit,02/1982,MI,-83.394380277393,42.5722549997519
"POINT (-83.3910466671028 42.5722552775994)",,,5,Michigan,Adams,970,,21MI,,Oakland,W,Heliport,,,,Orchard Lake,Detroit,02/1987,MI,-83.3910466671028,42.5722552775994
"POINT (-83.4538888886235 42.3480555557747)",,,6,Michigan,Executive,690,,MI79,,Wayne,W,Heliport,,,,Plymouth/Canton,Detroit,03/1993,MI,-83.4538888886235,42.3480555557747
"POINT (-82.4291666662425 42.9868333332895)",,,8,Michigan,Port Huron Hospital,600,,73MI,,St Clair,W,Heliport,,,,Port Huron,Detroit,07/2004,MI,-82.4291666662425,42.9868333332895
"POINT (-83.1554880554604 42.6603102780756)",,,6,Michigan,Mc Phail Corporation,770,,5MI9,,Oakland,W,Heliport,,,,Rochester,Detroit,08/1981,MI,-83.1554880554604,42.6603102780756
"POINT (-83.0261111107999 42.7930555557716)",,,,Michigan,Eagle,605,,MI57,,Macomb,,Heliport,,,,Romeo,Detroit,09/2004,MI,-83.0261111107999,42.7930555557716
"POINT (-83.1941777778919 42.5150749997558)",,,6,Michigan,William Beaumont Hospital,705,,32MI,,Oakland,W,Heliport,,,,Royal Oak,Detroit,03/1993,MI,-83.1941777778919,42.5150749997558
"POINT (-82.6013083331101 43.0069722223435)",,,7,Michigan,Bps,675,,4MI5,,St Clair,W,Heliport,,,,Ruby,Detroit,12/1992,MI,-82.6013083331101,43.0069722223435
"POINT (-83.939572222375 43.4257916669874)",,,6,Michigan,St Mary's Hospital,600,,10MI,,Saginaw,W,Heliport,,,,Saginaw,Detroit,10/1986,MI,-83.939572222375,43.4257916669874
"POINT (-83.2477072223543 42.4805908336113)",,,6,Michigan,Bendix,715,,3MI8,,Oakland,W,Heliport,,,,Southfield,Detroit,09/1978,MI,-83.2477072223543,42.4805908336113
"POINT (-83.2172222221461 42.4605911109998)",,,6,Michigan,Tv2,650,,5MI6,,Oakland,W,Heliport,,,,Southfield,Detroit,09/1980,MI,-83.2172222221461,42.4605911109998
"POINT (-83.6518838888066 42.4872558335666)",,,5,Michigan,Heliflite,920,,MI46,,Oakland,W,Heliport,,,,South Lyon,Detroit,05/1992,MI,-83.6518838888066,42.4872558335666
"POINT (-83.2763888887655 42.2363888889765)",,,,Michigan,Oakwood Heritage Hospital,621,,05MI,,Wayne,,Heliport,,,,Taylor,Detroit,01/2011,MI,-83.2763888887655,42.2363888889765
"POINT (-83.8486499999693 42.0192333336571)",,,,Michigan,Van Camp's,740,,2T7,,Lenawee,,Heliport,,,,Tecumseh,Detroit,11/2003,MI,-83.8486499999693,42.0192333336571
"POINT (-83.9380083336188 42.0017333332447)",,,7,Michigan,Herrick Memorial Hospital,793,,93MI,,Lenawee,W,Heliport,,,,Tecumseh,Detroit,02/2010,MI,-83.9380083336188,42.0017333332447
"POINT (-85.6439655559049 44.7605563889968)",,,4,Michigan,Munson Medical Center,629,,22MI,,Grand Traverse,W,Heliport,,,,Traverse City,Green Bay,02/1987,MI,-85.6439655559049,44.7605563889968
"POINT (-85.8388855554969 41.7903269443225)",,,3,Michigan,Baldwin Lake,850,,MI90,,Cass,W,Heliport,,,,Union,Chicago,02/1972,MI,-85.8388855554969,41.7903269443225
"POINT (-83.0122222222595 42.6647222222565)",,,7,Michigan,Ti,680,,64MI,,Macomb,W,Heliport,,,,Utica,Detroit,08/1998,MI,-83.0122222222595,42.6647222222565
"POINT (-82.9963161110531 42.6608658334101)",,,6,Michigan,Jott,630,,9MI8,,Macomb,W,Heliport,,,,Utica,Detroit,10/1984,MI,-82.9963161110531,42.6608658334101
"POINT (-86.2505444444609 42.184836111282)",,,5,Michigan,Watervliet Community Hospital,667,,MI87,,Berrien,W,Heliport,,,,Watervliet,Chicago,07/2011,MI,-86.2505444444609,42.184836111282
"POINT (-83.3941666670015 42.6010333332603)",,,,Michigan,Cass,935,,MI59,,Oakland,,Heliport,,,,West Bloomfield,Detroit,02/2003,MI,-83.3941666670015,42.6010333332603
"POINT (-84.1755555556871 44.2911111112935)",,,,Michigan,Peach Lake,940,,89MI,,Ogemaw,,Heliport,,,,West Branch,Lake Huron,02/2011,MI,-84.1755555556871,44.2911111112935
"POINT (-83.1441666669864 42.2083730554594)",,,6,Michigan,Henry Ford Wyandotte Hospital,578,,MI61,,Wayne,W,Heliport,,,,Wyandotte,Detroit,10/1970,MI,-83.1441666669864,42.2083730554594
"POINT (-83.6541055554549 42.2644824997511)",,,5,Michigan,C M H S,837,,9MI0,,Washtenaw,W,Heliport,,,,Ypsilanti,Detroit,11/1983,MI,-83.6541055554549,42.2644824997511
"POINT (-96.5303472224408 47.2983000000712)",,,5,Minnesota,Essential Health - Ada,878,,7MN7,,Norman,E,Heliport,,,,Ada,Twin Cities,07/2000,MN,-96.5303472224408,47.2983000000712
"POINT (-96.5256249999777 47.2402441668156)",,,6,Minnesota,Compressor Station 2207,901,,MY30,,Norman,E,Heliport,,,,Ada,Twin Cities,07/1981,MN,-96.5256249999777,47.2402441668156
"POINT (-93.6991666667798 46.5291666664653)",,,,Minnesota,Riverwood Healthcare Center,1224,,14MN,,Aitkin,,Heliport,,,,Aitkin,Twin Cities,02/2003,MN,-93.6991666667798,46.5291666664653
"POINT (-93.3715861106693 43.6526972221533)",,,2,Minnesota,Mayo Clinic Health System - Albert Lea,1253,,30MN,,Freeborn,E,Heliport,,,,Albert Lea,Omaha,12/2009,MN,-93.3715861106693,43.6526972221533
"POINT (-95.3772600003803 45.873572777775)",,,6,Minnesota,Douglas County Hospital,1418,,MY91,,Douglas,E,Heliport,,,,Alexandria,Twin Cities,04/1988,MN,-95.3772600003803,45.873572777775
"POINT (-93.3702305556005 45.183576110978)",,,3,Minnesota,Allina-Mercy Hospital,867,,MN07,,Anoka,E,Heliport,,,,Anoka,Twin Cities,10/1969,MN,-93.3702305556005,45.183576110978
"POINT (-92.9768469999631 43.6752750001614)",,,1,Minnesota,St Olaf Hospital,1201,,MN34,,Mower,E,Heliport,,,,Austin,Chicago,11/1991,MN,-92.9768469999631,43.6752750001614
"POINT (-93.6463286106758 47.7471641665376)",,,2,Minnesota,Northern Itasca Health Care Center,1320,,1MN3,,Itasca,E,Heliport,,,,Bigfork,Twin Cities,05/1998,MN,-93.6463286106758,47.7471641665376
"POINT (-93.7176063891085 45.3132563887997)",,,3,Minnesota,Triple H,980,,0MN9,,Sherburne,E,Heliport,,,,Big Lake,Twin Cities,10/1999,MN,-93.7176063891085,45.3132563887997
"POINT (-93.3099469444181 44.8569088888235)",,,3,Minnesota,Mandarin Yen So,810,,7MN9,,Hennepin,E,Heliport,,,,Bloomington,Twin Cities,03/1979,MN,-93.3099469444181,44.8569088888235
"POINT (-94.1000986112394 43.6337049998555)",,,2,Minnesota,United Hospital District,1114,,MN14,,Faribault,E,Heliport,,,,Blue Earth,Omaha,08/1994,MN,-94.1000986112394,43.6337049998555
"POINT (-93.231361111536 45.5654500000113)",,,,Minnesota,Cambridge Medical Center,980,,2MY3,,Isanti,,Heliport,,,,Cambridge,Twin Cities,12/2007,MN,-93.231361111536,45.5654500000113
"POINT (-96.2789888888677 44.707402778083)",,,,Minnesota,Sanford Canby Medical Center,1244,,91MN,,Yellow Medicine,,Heliport,,,,Canby,Twin Cities,03/2005,MN,-96.2789888888677,44.707402778083
"POINT (-92.6790625000182 47.8529736113021)",,,1,Minnesota,Cook Hospital,1315,,1MN6,,St Louis,E,Heliport,,,,Cook,Green Bay,05/1998,MN,-92.6790625000182,47.8529736113021
"POINT (-93.9435938888781 46.4821844443496)",,,3,Minnesota,Cuyuna Rgnl Medical Center,1255,,1MN7,,Crow Wing,E,Heliport,,,,Crosby,Twin Cities,06/1998,MN,-93.9435938888781,46.4821844443496
"POINT (-95.8482722222865 46.4509527777849)",,,,Minnesota,Barry,1330,,51MN,,Otter Tail,,Heliport,,,,Dent,Twin Cities,06/2009,MN,-95.8482722222865,46.4509527777849
"POINT (-92.097752777535 46.7938499997584)",,,2,Minnesota,St Mary's Hospital,860,,MN33,,St Louis,E,Heliport,,,,Duluth,Green Bay,01/1989,MN,-92.097752777535,46.7938499997584
"POINT (-92.0860225001982 46.7974391666395)",,,2,Minnesota,St Luke Hospital,680,,MN48,,St Louis,E,Heliport,,,,Duluth,Green Bay,11/1991,MN,-92.0860225001982,46.7974391666395
"POINT (-93.3266138891443 44.8869833330203)",,,3,Minnesota,Fairview Southdale Hospital,867,,MN27,,Hennepin,E,Heliport,,,,Edina,Twin Cities,02/1998,MN,-93.3266138891443,44.8869833330203
"POINT (-91.8729741666944 47.8991149999218)",,,1,Minnesota,Ely Bloomenson Community Hospital,1450,,0MN7,,St Louis,E,Heliport,,,,Ely,Green Bay,11/1991,MN,-91.8729741666944,47.8991149999218
"POINT (-93.2578944443689 44.2895027774615)",,,1,Minnesota,District One Hospital,1060,,MN59,,Rice,E,Heliport,,,,Faribault,Omaha,11/1991,MN,-93.2578944443689,44.2895027774615
"POINT (-93.1503636111365 45.3111047220966)",,,2,Minnesota,Lexington,1080,,4MN3,,Anoka,E,Heliport,,,,Ham Lake,Twin Cities,05/2000,MN,-93.1503636111365,45.3111047220966
"POINT (-92.9287999997309 47.4099324998749)",,,3,Minnesota,University Medical Center Mesabi,1359,,5MN3,,St Louis,E,Heliport,,,,Hibbing,Green Bay,06/1991,MN,-92.9287999997309,47.4099324998749
"POINT (-93.4318163888732 48.595494444206)",,,3,Minnesota,International Falls Memorial,1110,,MN83,,Koochiching,E,Heliport,,,,International Falls,Twin Cities,11/1991,MN,-93.4318163888732,48.595494444206
"POINT (-95.0043805557817 43.6246805554656)",,,4,Minnesota,Jackson Medical Center,1450,,1MN9,,Jackson,E,Heliport,,,,Jackson,Omaha,08/1999,MN,-95.0043805557817,43.6246805554656
"POINT (-92.2881472219308 44.4601111112593)",,,1,Minnesota,Lake City Medical Center,703,,82MN,,Goodhue,E,Heliport,,,,Lake City,Green Bay,01/2011,MN,-92.2881472219308,44.4601111112593
"POINT (-93.9156584448886 44.4532701944805)",,,2,Minnesota,Minnesota Valley Health Center,839,,MY26,,Le Sueur,E,Heliport,,,,Le Sueur,Omaha,11/2002,MN,-93.9156584448886,44.4532701944805
"POINT (-94.5298333329768 45.1197777774847)",,,4,Minnesota,Meeker Memorial Hospital,1135,,MN65,,Meeker,E,Heliport,,,,Litchfield,Twin Cities,10/1992,MN,-94.5298333329768,45.1197777774847
"POINT (-96.2099027778444 43.6728583334648)",,,,Minnesota,Sanford Hospital Luverne,1427,,MN90,,Rock,,Heliport,,,,Luverne,Omaha,03/2005,MN,-96.2099027778444,43.6728583334648
"POINT (-95.9739319445895 47.3119052776899)",,,6,Minnesota,Mahnomen Health Center,1234,,MN25,,Mahnomen,E,Heliport,,,,Mahnomen,Twin Cities,11/1988,MN,-95.9739319445895,47.3119052776899
"POINT (-93.9831666669119 44.16399999989)",,,3,Minnesota,Immanuel - St Joseph's Hospital,1076,,3MN6,,Blue Earth,E,Heliport,,,,Mankato,Omaha,08/1999,MN,-93.9831666669119,44.16399999989
"POINT (-93.2343905558642 44.9719097224039)",,,3,Minnesota,University Of Mn Hospitals & Clinics,890,,MY65,,Hennepin,E,Heliport,,,,Minneapolis,Twin Cities,08/1985,MN,-93.2343905558642,44.9719097224039
"POINT (-93.2613355551507 44.9546874999832)",,,4,Minnesota,Abbott Northwestern Hospital,1010,,MN10,,Hennepin,E,Heliport,,,,Minneapolis,Twin Cities,07/1988,MN,-93.2613355551507,44.9546874999832
"POINT (-93.2374461115228 44.9670486108086)",,,3,Minnesota,Fairview Riverside Medical Center,987,,9MN4,,Hennepin,E,Heliport,,,,Minneapolis,Twin Cities,02/1998,MN,-93.2374461115228,44.9670486108086
"POINT (-93.2620027779297 44.9567944447156)",,,,Minnesota,Children's Hospital - Minneapolis,998,,25MY,,Hennepin,,Heliport,,,,Minneapolis,Twin Cities,03/2012,MN,-93.2620027779297,44.9567944447156
"POINT (-95.711831388864 44.9525958333196)",,,5,Minnesota,Chippewa County Hospital,1024,,2MN3,,Chippewa,E,Heliport,,,,Montevideo,Twin Cities,05/1998,MN,-95.711831388864,44.9525958333196
"POINT (-92.7754497222695 46.4407238888262)",,,2,Minnesota,Mercy Hospital,1060,,3MN2,,Carlton,E,Heliport,,,,Moose Lake,Green Bay,10/1999,MN,-92.7754497222695,46.4407238888262
